Wall time,Step,Value
1651632419.1577878,200,5.777777671813965
1651632447.1719525,400,8.351351737976074
1651632465.85759,600,11.537036895751953
1651632484.4367232,800,11.173333168029785
1651632502.0534682,1000,11.0
1651632520.5167747,1200,12.079999923706055
1651632539.8392801,1400,14.739999771118164
1651632558.395329,1600,18.829999923706055
1651632573.8364162,1800,19.149999618530273
1651632590.201256,2000,22.959999084472656
1651632606.2573543,2200,26.209999084472656
1651632620.9201815,2400,25.809999465942383
1651632643.062341,2600,27.360000610351562
1651632658.2181368,2800,26.729999542236328
1651632676.456461,3000,27.670000076293945
1651632692.0715725,3200,24.809999465942383
1651632708.9962652,3400,24.260000228881836
1651632725.5658522,3600,23.1200008392334
1651632741.8492227,3800,23.139999389648438
1651632758.282181,4000,25.399999618530273
1651632776.0569904,4200,29.149999618530273
1651632794.8585374,4400,32.09000015258789
1651632809.8329802,4600,33.810001373291016
1651632826.9522343,4800,35.56999969482422
1651632842.8434603,5000,36.45000076293945
1651632855.8578312,5200,37.18000030517578
1651632878.219702,5400,35.97999954223633
1651632891.27617,5600,38.290000915527344
1651632917.6759796,5800,37.849998474121094
1651632930.1919596,6000,39.599998474121094
1651632955.6740055,6200,42.540000915527344
1651632969.2477455,6400,46.310001373291016
1651632992.6463704,6600,48.209999084472656
1651633011.54011,6800,49.86000061035156
1651633050.3498533,7000,51.13999938964844
1651633086.0151653,7200,51.08000183105469
1651633124.618255,7400,54.40999984741211
1651633156.694907,7600,55.56999969482422
1651633186.3969398,7800,57.630001068115234
1651633218.805939,8000,63.09000015258789
1651633242.3578866,8200,64.94999694824219
1651633279.6431663,8400,65.05999755859375
1651633303.5983205,8600,64.9000015258789
1651633343.5511005,8800,65.61000061035156
1651633369.395163,9000,67.9800033569336
1651633421.3196392,9200,63.54999923706055
1651633458.236048,9400,65.51000213623047
1651633500.9232032,9600,67.06999969482422
1651633540.3157873,9800,68.6500015258789
1651633565.0176415,10000,67.9800033569336
1651633586.7415304,10200,69.44000244140625
1651633615.819643,10400,74.16999816894531
1651633656.356205,10600,75.29000091552734
1651633688.011585,10800,75.44000244140625
1651633712.509042,11000,76.0199966430664
1651633734.8055892,11200,77.9000015258789
1651633754.683661,11400,79.2300033569336
1651633776.1942108,11600,77.88999938964844
1651633799.8222644,11800,81.83999633789062
1651633823.5401607,12000,82.68000030517578
1651633851.9891973,12200,83.5
1651633876.1106958,12400,84.5
1651633898.334024,12600,86.19000244140625
1651633916.741154,12800,88.0999984741211
1651633939.3236864,13000,88.73999786376953
1651633962.7153769,13200,90.22000122070312
1651633987.7719145,13400,89.66999816894531
1651634012.5990257,13600,90.86000061035156
1651634033.4497564,13800,91.0999984741211
1651634053.428514,14000,90.12000274658203
1651634075.861764,14200,89.29000091552734
1651634100.0157485,14400,89.97000122070312
1651634124.6456254,14600,92.69000244140625
1651634148.4181716,14800,91.98999786376953
1651634169.1881967,15000,91.87999725341797
1651634188.4943805,15200,94.0199966430664
1651634209.662436,15400,94.27999877929688
1651634233.9298255,15600,94.41999816894531
1651634267.9402173,15800,94.41000366210938
1651634299.3527439,16000,93.94000244140625
1651634323.7845185,16200,95.38999938964844
1651634347.3703368,16400,96.5199966430664
1651634374.3810463,16600,97.5999984741211
1651634405.8693454,16800,97.4000015258789
1651634446.2264018,17000,98.16999816894531
1651634478.2525444,17200,96.91000366210938
1651634505.9112794,17400,97.4800033569336
1651634545.0002122,17600,97.08000183105469
1651634574.172673,17800,96.30000305175781
1651634596.147949,18000,96.1500015258789
1651634630.572592,18200,96.16999816894531
1651634677.72185,18400,97.94000244140625
1651634720.4489033,18600,96.76000213623047
1651634780.4227133,18800,96.33999633789062
1651634824.8643773,19000,96.36000061035156
1651634868.7816124,19200,95.93000030517578
1651634907.309161,19400,95.83000183105469
1651634951.9704132,19600,94.91999816894531
1651634984.249222,19800,94.2300033569336
1651635009.0094616,20000,95.5
1651635035.8109388,20200,95.13999938964844
1651635067.448795,20400,95.13999938964844
1651635096.83538,20600,95.77999877929688
1651635120.39188,20800,95.87000274658203
1651635144.3940058,21000,96.37999725341797
1651635165.9802673,21200,96.58000183105469
1651635195.3831716,21400,95.38999938964844
1651635221.1641042,21600,93.81999969482422
1651635245.1952934,21800,93.72000122070312
1651635269.4292254,22000,94.44000244140625
1651635297.6121762,22200,93.4800033569336
1651635321.7001715,22400,94.05999755859375
1651635341.049299,22600,93.91000366210938
1651635360.6959,22800,93.45999908447266
1651635383.4394736,23000,93.73999786376953
1651635408.9407032,23200,93.93000030517578
1651635431.1516578,23400,93.98999786376953
1651635451.5269067,23600,94.45999908447266
1651635472.7302835,23800,94.2699966430664
1651635494.0684571,24000,97.52999877929688
1651635515.7866886,24200,98.19999694824219
1651635542.14842,24400,97.47000122070312
1651635567.5464787,24600,96.63999938964844
1651635590.5509925,24800,97.61000061035156
1651635608.864156,25000,97.4800033569336
1651635629.546841,25200,97.6500015258789
1651635651.7266915,25400,97.70999908447266
1651635674.6361732,25600,98.06999969482422
1651635703.965726,25800,97.75
1651635720.2202737,26000,98.5999984741211
1651635735.7588484,26200,98.29000091552734
1651635752.127311,26400,98.81999969482422
1651635774.2315474,26600,98.0999984741211
