Wall time,Step,Value
1649572169.7610486,200,15.899999618530273
1649572212.6903443,400,17.399999618530273
1649572244.8354719,600,17.66666603088379
1649572278.6043391,800,15.97560977935791
1649572327.1367822,1000,15.019607543945312
1649572370.3566136,1200,15.180327415466309
1649572411.0365138,1400,16.18309783935547
1649572449.2140193,1600,16.296297073364258
1649572478.7534919,1800,15.857142448425293
1649572505.0663795,2000,15.109999656677246
1649572543.0052054,2200,14.90999984741211
1649572585.6807969,2400,15.180000305175781
1649572626.4754276,2600,14.319999694824219
1649572667.494911,2800,14.420000076293945
1649572700.2366111,3000,14.729999542236328
1649572727.5281315,3200,15.180000305175781
1649572760.1727467,3400,15.170000076293945
1649572801.5537426,3600,15.279999732971191
1649572841.50098,3800,16.239999771118164
1649572882.7093053,4000,16.299999237060547
1649572912.2553067,4200,15.84000015258789
1649572940.2177343,4400,15.15999984741211
1649572970.0116608,4600,15.1899995803833
1649573003.2288816,4800,14.760000228881836
1649573029.4738257,5000,16.110000610351562
1649573054.5548148,5200,14.989999771118164
1649573078.7663848,5400,14.34000015258789
1649573101.9474773,5600,13.6899995803833
1649573124.8084166,5800,13.680000305175781
1649573149.0174716,6000,13.850000381469727
1649573178.291379,6200,14.899999618530273
1649573204.8704302,6400,15.220000267028809
1649573231.3335965,6600,16.559999465942383
1649573264.3284597,6800,16.530000686645508
1649573301.3629181,7000,15.4399995803833
1649573334.97373,7200,15.699999809265137
1649573370.8032916,7400,16.510000228881836
1649573412.0216744,7600,17.239999771118164
1649573442.306283,7800,16.780000686645508
1649573469.8813334,8000,16.799999237060547
1649573502.6002724,8200,17.59000015258789
1649573533.9199224,8400,17.760000228881836
1649573564.1250315,8600,17.56999969482422
1649573596.5055745,8800,16.790000915527344
1649573635.8701172,9000,17.030000686645508
1649573665.0230863,9200,17.6200008392334
1649573696.7915738,9400,16.860000610351562
1649573739.743452,9600,15.6899995803833
1649573782.9456477,9800,15.579999923706055
1649573815.958862,10000,15.630000114440918
1649573846.596746,10200,14.859999656677246
1649573885.656294,10400,14.489999771118164
1649573915.6389003,10600,14.6899995803833
1649573945.0798025,10800,15.550000190734863
1649573976.360873,11000,15.0600004196167
1649574009.8182087,11200,15.149999618530273
1649574046.171495,11400,15.270000457763672
1649574073.495566,11600,15.529999732971191
1649574116.2898695,11800,16.610000610351562
1649574162.143254,12000,16.989999771118164
1649574198.7486758,12200,17.5
1649574231.104296,12400,17.90999984741211
1649574273.7385037,12600,16.579999923706055
1649574314.1433299,12800,16.469999313354492
1649574346.607941,13000,17.190000534057617
1649574384.8791573,13200,17.209999084472656
1649574426.592677,13400,17.520000457763672
1649574469.2320168,13600,17.739999771118164
1649574503.7067285,13800,16.610000610351562
1649574530.9525015,14000,16.09000015258789
1649574565.7913113,14200,15.609999656677246
1649574603.4450073,14400,15.369999885559082
1649574638.1223288,14600,15.470000267028809
1649574674.166505,14800,15.8100004196167
1649574704.2869349,15000,16.229999542236328
1649574731.8965511,15200,16.010000228881836
1649574769.7421398,15400,16.770000457763672
1649574806.9126053,15600,16.700000762939453
1649574840.4189289,15800,17.030000686645508
1649574878.003291,16000,17.829999923706055
1649574918.497712,16200,17.290000915527344
1649574954.8346016,16400,17.190000534057617
1649574982.515855,16600,17.549999237060547
1649575015.526746,16800,16.809999465942383
1649575055.1425197,17000,16.450000762939453
1649575094.8057683,17200,15.979999542236328
1649575132.3832924,17400,15.029999732971191
1649575161.784413,17600,14.609999656677246
1649575189.6886265,17800,15.109999656677246
1649575221.7761605,18000,14.390000343322754
1649575252.6715364,18200,14.640000343322754
1649575283.8551579,18400,14.670000076293945
1649575312.4862103,18600,14.819999694824219
1649575346.3314564,18800,14.369999885559082
1649575376.930183,19000,13.029999732971191
1649575404.0517728,19200,13.109999656677246
